"Study","Person","Rater","Criterion","Score"
"Study2","P086","R04","Vocabulary",3
"Study2","P086","R05","Argumentation",3
"Study2","P086","R05","Completeness",3
"Study2","P086","R05","Correctness",3
"Study2","P086","R05","Description",2
"Study2","P086","R05","Fluency",2
"Study2","P086","R05","Structure",3
"Study2","P086","R05","Syntactic_Breadth",4
"Study2","P086","R05","Train_of_Thought",2
"Study2","P086","R05","Vocabulary",3
"Study2","P087","R03","Argumentation",1
"Study2","P087","R03","Completeness",3
"Study2","P087","R03","Correctness",3
"Study2","P087","R03","Description",1
"Study2","P087","R03","Fluency",3
"Study2","P087","R03","Structure",3
"Study2","P087","R03","Syntactic_Breadth",4
"Study2","P087","R03","Train_of_Thought",3
"Study2","P087","R05","Argumentation",3
"Study2","P087","R05","Completeness",3
"Study2","P087","R05","Correctness",2
"Study2","P087","R05","Description",3
"Study2","P087","R05","Fluency",4
"Study2","P087","R05","Structure",3
"Study2","P087","R05","Syntactic_Breadth",3
"Study2","P087","R05","Train_of_Thought",3
"Study2","P087","R05","Vocabulary",4
"Study2","P088","R01","Argumentation",3
"Study2","P088","R01","Completeness",3
"Study2","P088","R01","Correctness",2
"Study2","P088","R01","Description",1
"Study2","P088","R01","Fluency",3
"Study2","P088","R01","Syntactic_Breadth",2
"Study2","P088","R01","Train_of_Thought",3
"Study2","P088","R01","Vocabulary",3
"Study2","P088","R04","Argumentation",1
"Study2","P088","R04","Completeness",3
"Study2","P088","R04","Correctness",3
"Study2","P088","R04","Description",2
"Study2","P088","R04","Fluency",3
"Study2","P088","R04","Syntactic_Breadth",4
"Study2","P088","R04","Train_of_Thought",2
"Study2","P088","R04","Vocabulary",2
"Study2","P089","R07","Argumentation",4
"Study2","P089","R07","Completeness",3
"Study2","P089","R07","Correctness",4
"Study2","P089","R07","Description",3
"Study2","P089","R07","Fluency",4
"Study2","P089","R07","Structure",3
"Study2","P089","R07","Syntactic_Breadth",2
"Study2","P089","R10","Argumentation",4
"Study2","P089","R10","Completeness",4
"Study2","P089","R10","Correctness",3
"Study2","P089","R10","Description",4
"Study2","P089","R10","Fluency",4
"Study2","P089","R10","Structure",2
"Study2","P089","R10","Syntactic_Breadth",4
"Study2","P089","R10","Train_of_Thought",2
"Study2","P089","R10","Vocabulary",4
"Study2","P090","R01","Argumentation",4
"Study2","P090","R01","Completeness",4
"Study2","P090","R01","Correctness",4
"Study2","P090","R01","Description",4
"Study2","P090","R01","Structure",4
"Study2","P090","R01","Syntactic_Breadth",3
"Study2","P090","R01","Train_of_Thought",3
"Study2","P090","R01","Vocabulary",4
"Study2","P090","R09","Argumentation",3
"Study2","P090","R09","Completeness",3
"Study2","P090","R09","Correctness",4
"Study2","P090","R09","Description",3
"Study2","P090","R09","Fluency",4
"Study2","P090","R09","Structure",4
"Study2","P090","R09","Syntactic_Breadth",3
"Study2","P090","R09","Train_of_Thought",3
"Study2","P090","R09","Vocabulary",4
"Study2","P091","R04","Argumentation",3
"Study2","P091","R04","Completeness",4
"Study2","P091","R04","Correctness",4
"Study2","P091","R04","Fluency",4
"Study2","P091","R04","Structure",3
"Study2","P091","R04","Syntactic_Breadth",4
"Study2","P091","R04","Train_of_Thought",2
"Study2","P091","R04","Vocabulary",4
"Study2","P091","R06","Argumentation",2
"Study2","P091","R06","Correctness",3
"Study2","P091","R06","Description",2
"Study2","P091","R06","Fluency",2
"Study2","P091","R06","Structure",3
"Study2","P091","R06","Syntactic_Breadth",3
"Study2","P091","R06","Train_of_Thought",3
"Study2","P091","R06","Vocabulary",4
"Study2","P092","R02","Argumentation",4
"Study2","P092","R02","Completeness",4
"Study2","P092","R02","Correctness",4
"Study2","P092","R02","Description",3
"Study2","P092","R02","Fluency",4
"Study2","P092","R02","Structure",3
"Study2","P092","R02","Train_of_Thought",4
"Study2","P092","R02","Vocabulary",4
"Study2","P092","R08","Argumentation",4
"Study2","P092","R08","Completeness",4
"Study2","P092","R08","Correctness",2
"Study2","P092","R08","Description",4
"Study2","P092","R08","Fluency",3
"Study2","P092","R08","Structure",4
"Study2","P092","R08","Syntactic_Breadth",4
"Study2","P092","R08","Train_of_Thought",4
"Study2","P092","R08","Vocabulary",3
"Study2","P093","R09","Argumentation",2
"Study2","P093","R09","Completeness",4
"Study2","P093","R09","Correctness",4
"Study2","P093","R09","Description",3
"Study2","P093","R09","Fluency",4
"Study2","P093","R09","Structure",4
"Study2","P093","R09","Train_of_Thought",3
"Study2","P093","R09","Vocabulary",3
"Study2","P093","R10","Argumentation",3
"Study2","P093","R10","Correctness",4
"Study2","P093","R10","Fluency",4
"Study2","P093","R10","Structure",4
"Study2","P093","R10","Syntactic_Breadth",4
"Study2","P093","R10","Vocabulary",4
"Study2","P094","R05","Argumentation",4
"Study2","P094","R05","Completeness",4
"Study2","P094","R05","Correctness",3
"Study2","P094","R05","Description",3
"Study2","P094","R05","Fluency",4
"Study2","P094","R05","Structure",4
"Study2","P094","R05","Train_of_Thought",4
"Study2","P094","R05","Vocabulary",4
"Study2","P094","R06","Argumentation",4
"Study2","P094","R06","Completeness",2
"Study2","P094","R06","Correctness",2
"Study2","P094","R06","Fluency",3
"Study2","P094","R06","Structure",4
"Study2","P094","R06","Syntactic_Breadth",4
"Study2","P094","R06","Train_of_Thought",3
"Study2","P094","R06","Vocabulary",3
"Study2","P095","R03","Argumentation",4
"Study2","P095","R03","Completeness",4
"Study2","P095","R03","Correctness",2
"Study2","P095","R03","Description",4
"Study2","P095","R03","Fluency",3
"Study2","P095","R03","Structure",4
"Study2","P095","R03","Syntactic_Breadth",3
"Study2","P095","R03","Vocabulary",4
"Study2","P095","R06","Argumentation",3
"Study2","P095","R06","Completeness",3
"Study2","P095","R06","Correctness",2
"Study2","P095","R06","Description",4
"Study2","P095","R06","Fluency",4
"Study2","P095","R06","Structure",4
"Study2","P095","R06","Syntactic_Breadth",3
"Study2","P095","R06","Train_of_Thought",4
"Study2","P095","R06","Vocabulary",3
"Study2","P096","R01","Argumentation",4
"Study2","P096","R01","Completeness",4
"Study2","P096","R01","Correctness",4
"Study2","P096","R01","Description",3
"Study2","P096","R01","Fluency",4
"Study2","P096","R01","Structure",4
"Study2","P096","R01","Syntactic_Breadth",4
"Study2","P096","R01","Train_of_Thought",3
"Study2","P096","R01","Vocabulary",3
"Study2","P096","R11","Argumentation",3
"Study2","P096","R11","Completeness",3
"Study2","P096","R11","Correctness",4
"Study2","P096","R11","Description",4
"Study2","P096","R11","Fluency",3
"Study2","P096","R11","Structure",4
"Study2","P096","R11","Syntactic_Breadth",4
"Study2","P096","R11","Train_of_Thought",4
"Study2","P096","R11","Vocabulary",4
"Study2","P097","R01","Argumentation",4
"Study2","P097","R01","Completeness",4
"Study2","P097","R01","Correctness",4
"Study2","P097","R01","Description",2
"Study2","P097","R01","Fluency",3
"Study2","P097","R01","Structure",3
"Study2","P097","R01","Syntactic_Breadth",3
"Study2","P097","R01","Train_of_Thought",3
"Study2","P097","R01","Vocabulary",2
"Study2","P097","R08","Argumentation",2
"Study2","P097","R08","Completeness",4
"Study2","P097","R08","Correctness",2
"Study2","P097","R08","Fluency",3
"Study2","P097","R08","Structure",4
"Study2","P097","R08","Syntactic_Breadth",4
"Study2","P097","R08","Train_of_Thought",4
"Study2","P097","R08","Vocabulary",4
"Study2","P098","R02","Completeness",4
"Study2","P098","R02","Correctness",4
"Study2","P098","R02","Description",4
"Study2","P098","R02","Fluency",4
"Study2","P098","R02","Structure",4
"Study2","P098","R02","Syntactic_Breadth",3
"Study2","P098","R02","Train_of_Thought",4
"Study2","P098","R02","Vocabulary",4
"Study2","P098","R11","Argumentation",4
"Study2","P098","R11","Completeness",3
"Study2","P098","R11","Correctness",3
"Study2","P098","R11","Description",4
"Study2","P098","R11","Fluency",4
"Study2","P098","R11","Structure",4
"Study2","P098","R11","Syntactic_Breadth",4
"Study2","P098","R11","Train_of_Thought",4
"Study2","P098","R11","Vocabulary",3
"Study2","P099","R01","Completeness",3
"Study2","P099","R01","Correctness",3
"Study2","P099","R01","Description",2
"Study2","P099","R01","Fluency",2
"Study2","P099","R01","Structure",4
"Study2","P099","R01","Syntactic_Breadth",3
"Study2","P099","R01","Train_of_Thought",4
"Study2","P099","R01","Vocabulary",4
"Study2","P099","R06","Argumentation",2
"Study2","P099","R06","Correctness",2
"Study2","P099","R06","Description",1
"Study2","P099","R06","Fluency",4
"Study2","P099","R06","Structure",3
"Study2","P099","R06","Syntactic_Breadth",3
"Study2","P099","R06","Train_of_Thought",2
"Study2","P099","R06","Vocabulary",4
"Study2","P100","R01","Completeness",2
"Study2","P100","R01","Correctness",4
"Study2","P100","R01","Description",3
"Study2","P100","R01","Fluency",3
"Study2","P100","R01","Syntactic_Breadth",1
"Study2","P100","R01","Train_of_Thought",3
"Study2","P100","R01","Vocabulary",3
"Study2","P100","R06","Argumentation",4
"Study2","P100","R06","Completeness",3
"Study2","P100","R06","Correctness",1
"Study2","P100","R06","Description",4
"Study2","P100","R06","Fluency",3
"Study2","P100","R06","Syntactic_Breadth",3
"Study2","P100","R06","Train_of_Thought",3
"Study2","P100","R06","Vocabulary",4
"Study2","P101","R07","Argumentation",4
"Study2","P101","R07","Completeness",3
"Study2","P101","R07","Correctness",3
"Study2","P101","R07","Description",3
"Study2","P101","R07","Fluency",4
"Study2","P101","R07","Structure",4
"Study2","P101","R07","Syntactic_Breadth",3
"Study2","P101","R07","Train_of_Thought",3
"Study2","P101","R07","Vocabulary",4
"Study2","P101","R12","Argumentation",3
"Study2","P101","R12","Completeness",4
"Study2","P101","R12","Correctness",4
"Study2","P101","R12","Description",4
"Study2","P101","R12","Fluency",3
"Study2","P101","R12","Structure",4
"Study2","P101","R12","Syntactic_Breadth",4
"Study2","P101","R12","Vocabulary",4
"Study2","P102","R02","Argumentation",4
"Study2","P102","R02","Completeness",4
"Study2","P102","R02","Correctness",3
"Study2","P102","R02","Description",3
"Study2","P102","R02","Fluency",4
"Study2","P102","R02","Structure",3
"Study2","P102","R02","Syntactic_Breadth",4
"Study2","P102","R02","Train_of_Thought",2
"Study2","P102","R02","Vocabulary",3
"Study2","P102","R06","Argumentation",2
"Study2","P102","R06","Correctness",3
"Study2","P102","R06","Description",3
"Study2","P102","R06","Fluency",3
"Study2","P102","R06","Structure",3
"Study2","P102","R06","Syntactic_Breadth",4
"Study2","P102","R06","Train_of_Thought",3
"Study2","P102","R06","Vocabulary",4
"Study2","P103","R09","Argumentation",2
"Study2","P103","R09","Completeness",4
"Study2","P103","R09","Correctness",3
"Study2","P103","R09","Description",2
"Study2","P103","R09","Fluency",3
"Study2","P103","R09","Structure",3
"Study2","P103","R09","Syntactic_Breadth",3
"Study2","P103","R09","Train_of_Thought",2
"Study2","P103","R09","Vocabulary",3
"Study2","P103","R11","Argumentation",4
"Study2","P103","R11","Correctness",2
"Study2","P103","R11","Description",2
"Study2","P103","R11","Fluency",2
"Study2","P103","R11","Structure",4
"Study2","P103","R11","Syntactic_Breadth",4
"Study2","P103","R11","Train_of_Thought",3
"Study2","P103","R11","Vocabulary",3
"Study2","P104","R11","Argumentation",3
"Study2","P104","R11","Completeness",4
"Study2","P104","R11","Correctness",1
"Study2","P104","R11","Description",3
"Study2","P104","R11","Fluency",3
"Study2","P104","R11","Structure",4
"Study2","P104","R11","Syntactic_Breadth",2
"Study2","P104","R11","Train_of_Thought",4
"Study2","P104","R11","Vocabulary",4
"Study2","P104","R12","Argumentation",4
"Study2","P104","R12","Completeness",4
"Study2","P104","R12","Correctness",4
"Study2","P104","R12","Description",4
"Study2","P104","R12","Fluency",4
"Study2","P104","R12","Structure",4
"Study2","P104","R12","Syntactic_Breadth",4
"Study2","P104","R12","Train_of_Thought",4
"Study2","P104","R12","Vocabulary",4
"Study2","P105","R11","Argumentation",4
"Study2","P105","R11","Completeness",4
"Study2","P105","R11","Correctness",4
"Study2","P105","R11","Description",4
"Study2","P105","R11","Structure",4
"Study2","P105","R11","Syntactic_Breadth",4
"Study2","P105","R11","Train_of_Thought",4
"Study2","P105","R11","Vocabulary",4
"Study2","P105","R12","Argumentation",4
"Study2","P105","R12","Completeness",4
"Study2","P105","R12","Correctness",4
"Study2","P105","R12","Description",4
"Study2","P105","R12","Fluency",4
"Study2","P105","R12","Structure",4
"Study2","P105","R12","Syntactic_Breadth",4
"Study2","P105","R12","Train_of_Thought",4
"Study2","P105","R12","Vocabulary",4
"Study2","P106","R03","Argumentation",3
"Study2","P106","R03","Completeness",4
"Study2","P106","R03","Correctness",2
"Study2","P106","R03","Description",3
"Study2","P106","R03","Fluency",4
"Study2","P106","R03","Structure",4
"Study2","P106","R03","Syntactic_Breadth",4
"Study2","P106","R03","Train_of_Thought",3
"Study2","P106","R03","Vocabulary",2
"Study2","P106","R08","Argumentation",2
"Study2","P106","R08","Completeness",2
"Study2","P106","R08","Correctness",2
"Study2","P106","R08","Description",2
"Study2","P106","R08","Fluency",3
"Study2","P106","R08","Structure",2
"Study2","P106","R08","Syntactic_Breadth",3
"Study2","P106","R08","Vocabulary",4
"Study2","P107","R03","Argumentation",3
"Study2","P107","R03","Completeness",4
"Study2","P107","R03","Correctness",3
"Study2","P107","R03","Description",4
"Study2","P107","R03","Fluency",4
"Study2","P107","R03","Structure",4
"Study2","P107","R03","Syntactic_Breadth",4
"Study2","P107","R03","Train_of_Thought",4
"Study2","P107","R03","Vocabulary",4
"Study2","P107","R12","Argumentation",4
"Study2","P107","R12","Completeness",3
"Study2","P107","R12","Correctness",4
"Study2","P107","R12","Description",4
"Study2","P107","R12","Fluency",4
"Study2","P107","R12","Structure",4
"Study2","P107","R12","Syntactic_Breadth",4
"Study2","P107","R12","Train_of_Thought",4
"Study2","P107","R12","Vocabulary",3
"Study2","P108","R03","Completeness",4
"Study2","P108","R03","Correctness",3
"Study2","P108","R03","Description",1
"Study2","P108","R03","Fluency",3
"Study2","P108","R03","Structure",4
"Study2","P108","R03","Syntactic_Breadth",3
"Study2","P108","R07","Argumentation",3
"Study2","P108","R07","Completeness",2
"Study2","P108","R07","Correctness",2
"Study2","P108","R07","Description",2
"Study2","P108","R07","Structure",4
"Study2","P108","R07","Syntactic_Breadth",2
"Study2","P108","R07","Train_of_Thought",2
"Study2","P109","R03","Argumentation",3
"Study2","P109","R03","Completeness",4
"Study2","P109","R03","Correctness",4
"Study2","P109","R03","Description",2
"Study2","P109","R03","Fluency",4
"Study2","P109","R03","Syntactic_Breadth",4
"Study2","P109","R03","Train_of_Thought",4
"Study2","P109","R03","Vocabulary",4
"Study2","P109","R04","Argumentation",4
"Study2","P109","R04","Completeness",4
"Study2","P109","R04","Correctness",3
"Study2","P109","R04","Description",3
"Study2","P109","R04","Structure",4
"Study2","P109","R04","Train_of_Thought",4
"Study2","P109","R04","Vocabulary",3
"Study2","P110","R01","Argumentation",4
"Study2","P110","R01","Completeness",4
"Study2","P110","R01","Description",2
"Study2","P110","R01","Fluency",2
"Study2","P110","R01","Structure",4
"Study2","P110","R01","Syntactic_Breadth",4
"Study2","P110","R01","Train_of_Thought",3
"Study2","P110","R01","Vocabulary",2
"Study2","P110","R02","Argumentation",4
"Study2","P110","R02","Completeness",4
"Study2","P110","R02","Correctness",3
"Study2","P110","R02","Description",2
"Study2","P110","R02","Fluency",2
"Study2","P110","R02","Structure",3
"Study2","P110","R02","Syntactic_Breadth",4
"Study2","P111","R04","Argumentation",4
"Study2","P111","R04","Completeness",4
"Study2","P111","R04","Correctness",2
"Study2","P111","R04","Description",3
"Study2","P111","R04","Structure",4
"Study2","P111","R04","Syntactic_Breadth",4
"Study2","P111","R04","Train_of_Thought",4
"Study2","P111","R04","Vocabulary",3
"Study2","P111","R12","Argumentation",4
"Study2","P111","R12","Completeness",4
"Study2","P111","R12","Correctness",4
"Study2","P111","R12","Description",4
"Study2","P111","R12","Fluency",4
"Study2","P111","R12","Syntactic_Breadth",4
"Study2","P111","R12","Train_of_Thought",4
"Study2","P112","R04","Argumentation",4
"Study2","P112","R04","Completeness",4
"Study2","P112","R04","Correctness",3
"Study2","P112","R04","Description",3
"Study2","P112","R04","Fluency",4
"Study2","P112","R04","Structure",4
"Study2","P112","R04","Syntactic_Breadth",4
"Study2","P112","R04","Train_of_Thought",4
"Study2","P112","R04","Vocabulary",3
"Study2","P112","R09","Argumentation",3
"Study2","P112","R09","Completeness",2
"Study2","P112","R09","Correctness",3
